Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
5423,1287,1288,5737,5736,5203,JLPT0,履歴書,りれきしょ,"resume, bio",[sound:84385281163251c7231183462b929318.mp3],Noun,面接のために<b>履歴書</b>を書きました。,めんせつ の ため に <b>りれきしょ</b> を かきました,I wrote out my resume for the interview.,[sound:3195a117dabcd45de8ff99f9ec573f92.mp3],,履歴書[りれきしょ],面接[めんせつ]のために<b> 履歴書[りれきしょ]</b>を 書[か]きました。,面接[めんせつ]のために<b>（　）</b>を 書[か]きました。
3846,1288,1289,3710,3711,5204,JLPT2,覆う,おおう,"cover, hide",[sound:c110ebc43ebb078507bd12d5fb5135f3.mp3],Verb,雲が空を<b>覆っている</b>ね。,くも が そら を <b>おおって いる</b> ね,The sky is overcast.,[sound:2f7b024b7b49e5658fe759dc27241fbf.mp3],,覆[おお]う,雲[くも]が 空[そら]を<b> 覆[おお]っている</b>ね。,雲[くも]が 空[そら]を<b>（　）</b>ね。
2947,1290,1291,3711,3712,5205,JLPT1,戸籍,こせき,family register,[sound:8f803eab5e84d4007eda1309eeb32417.mp3],Noun,結婚すると新しい<b>戸籍</b>が作られます。,けっこん する と あたらしい <b>こせき</b> が つくられます,A new family register is made when a couple marry.,[sound:d5c3413eba97b128457249511bf4892a.mp3],,戸籍[こせき],結婚[けっこん]すると 新[あたら]しい<b> 戸籍[こせき]</b>が 作[つく]られます。,結婚[けっこん]すると 新[あたら]しい<b>（　）</b>が 作[つく]られます。
3674,1290,1291,3712,3713,5206,JLPT0,ガラス戸,がらすど,glass door,[sound:2f07912b287a3ae3ebeea4415db6629b.mp3],Noun,お店の<b>ガラス戸</b>が割られたんだ。,おみせ の <b>がらすど</b> が わられた ん だ,The shop's glass door was broken.,[sound:5ab818eb12b030153e0d03e8a3fa819e.mp3],,ガラス 戸[ど],お 店[みせ]の<b>ガラス 戸[ど]</b>が 割[わ]られたんだ。,お 店[みせ]の<b>（　）</b>が 割[わ]られたんだ。
3732,517,1291,2767,2869,5207,JLPT1,成年,せいねん,"majority, adult",[sound:90cc46cd5886741d6913a291cd86ab2a.mp3],Noun,<b>成年</b>になると独立した戸籍を作れます。,<b>せいねん</b> に なる と どくりつ した こせき を つくれます,An individual family register can be made when you become an adult.,[sound:9505b9a33b31f4e531b71c97c0b3980a.mp3],,成年[せいねん],<b> 成年[せいねん]</b>になると 独立[どくりつ]した 戸籍[こせき]を 作[つく]れます。,<b>（　）</b>になると 独立[どくりつ]した 戸籍[こせき]を 作[つく]れます。
4836,393,1291,4695,4694,5208,JLPT2,薬品,やくひん,"medicine, drug",[sound:280fcd82839b3e9fe23d44f70c0a5c71.mp3],Noun,彼女は<b>薬品</b>を戸棚から出したんだ。,かのじょ は <b>やくひん</b> を とだな から だした ん だ,She took the medicine out of the cupboard.,[sound:5c09d279ad45ac76678fcb6a46856261.mp3],,薬品[やくひん],彼女[かのじょ]は<b> 薬品[やくひん]</b>を 戸棚[とだな]から 出[だ]したんだ。,彼女[かのじょ]は<b>（　）</b>を 戸棚[とだな]から 出[だ]したんだ。
5502,1290,1291,5740,5739,5209,JLPT2,戸棚,とだな,"closet, cupboard",[sound:a329dfee9d6e58f46323ecb445357ff8.mp3],Noun,この皿を<b>戸棚</b>にしまってください。,この さら を <b>とだな</b> に しまって ください,Please put away this plate in the cupboard.,[sound:1cd61a185deddf0edef48c8ff23f66e8.mp3],,戸棚[とだな],この 皿[さら]を<b> 戸棚[とだな]</b>にしまってください。,この 皿[さら]を<b>（　）</b>にしまってください。
4728,1291,1292,5741,5740,5210,JLPT1,扉,とびら,door,[sound:b350e296b1ea013a934db6dee12b675b.mp3],Noun,彼は<b>扉</b>を開けたんだ。,かれ は <b>とびら</b> を あけた ん だ,He opened the door.,[sound:0b2ee160229e78d257214df86907a17e.mp3],,扉[とびら],彼[かれ]は<b> 扉[とびら]</b>を 開[あ]けたんだ。,彼[かれ]は<b>（　）</b>を 開[あ]けたんだ。
3612,0,1293,3280,3278,5211,JLPT0,うちわ,うちわ,round paper fan,[sound:036caf1897eb2eccb505a7d52c5b5e6d.mp3],Noun,父は<b>うちわ</b>で扇いでいるの。,ちち は <b>うちわ</b> で あおいで いる の,My father is fanning himself with a paper fan.,[sound:6ffeb6db8c084aa35de2985a63283dfc.mp3],,うちわ,父[ちち]は<b>うちわ</b>で 扇[あお]いでいるの。,父[ちち]は<b>（　）</b>で 扇[あお]いでいるの。
5054,1293,1294,5742,5741,5212,JLPT2,羽根,はね,feather,[sound:fe1684ec681b2ca942df15f72c21981f.mp3],Noun,このペンは鳥の<b>羽根</b>で作られています。,この ぺん は とり の <b>はね</b> で つくられて います,This pen is made from a bird's feather.,[sound:f59ecc3c6b0e4fad239bfddc42997363.mp3],,羽根[はね],このペンは 鳥[とり]の<b> 羽根[はね]</b>で 作[つく]られています。,このペンは 鳥[とり]の<b>（　）</b>で 作[つく]られています。
4360,1294,1295,5743,5742,5213,JLPT0,翌日,よくじつ,the following day,[sound:d744e5d3c4578916d899747dcf132262.mp3],Noun,<b>翌日</b>、彼に会いに行きました。,<b>よくじつ</b> かれ に あい に いきました,I went to see him the next day.,[sound:b68fadb82829f72641075dce9b6f22d1.mp3],,翌日[よくじつ],<b> 翌日[よくじつ]</b>、 彼[かれ]に 会[あ]いに 行[い]きました。,<b>（　）</b>、 彼[かれ]に 会[あ]いに 行[い]きました。
5174,1294,1295,5744,5743,5214,JLPT0,翌朝,よくあさ,the following morning,[sound:933f04c2b7203be4d6ab70677478ed55.mp3],Noun,<b>翌朝</b>は快晴だったね。,<b>よくあさ</b> は かいせい だった ね,The weather was fine the next morning.,[sound:aec6ba41b3e573afafe0b0f36c3033a0.mp3],,翌朝[よくあさ],<b> 翌朝[よくあさ]</b>は 快晴[かいせい]だったね。,<b>（　）</b>は 快晴[かいせい]だったね。
5367,1294,1295,5745,5744,5215,JLPT0,翌年,よくねん,the following year,[sound:0d13bbe9d41eaa2cec4e4c8f999ac242.mp3],Noun,彼女は大学卒業の<b>翌年</b>に結婚したの。,かのじょ は だいがく そつぎょう の <b>よくねん</b> に けっこん した の,She married the year after graduating from university.,[sound:32455f58f67fdba19dfaa50d8668639c.mp3],,翌年[よくねん],彼女[かのじょ]は 大学卒業[だいがく そつぎょう]の<b> 翌年[よくねん]</b>に 結婚[けっこん]したの。,彼女[かのじょ]は 大学卒業[だいがく そつぎょう]の<b>（　）</b>に 結婚[けっこん]したの。
3849,753,1297,3201,3201,5216,JLPT0,陸,おか,"land, shore",[sound:8bbe3adef8c4e71203c210524a896695.mp3],Noun,私たちは舟を降りて、<b>陸</b>に上がったんだ。,わたしたち は ふね を おりて <b>おか</b> に あがった ん だ,We got out of the boat and stepped onto shore.,[sound:5a0843501f976014f938641da1c60a7d.mp3],,陸[おか],私[わたし]たちは 舟[ふね]を 降[お]りて、<b> 陸[おか]</b>に 上[あ]がったんだ。,私[わたし]たちは 舟[ふね]を 降[お]りて、<b>（　）</b>に 上[あ]がったんだ。
2667,1302,1303,3713,3714,5217,JLPT2,新鮮,しんせん,fresh,[sound:2bd527bb365567763d6a3fe62720efab.mp3],Adjective,この店では<b>新鮮</b>な野菜が買えますよ。,この みせ で は <b>しんせん</b> な やさい が かえます よ,You can buy fresh vegetables at this shop.,[sound:c9c40651e36ebb61d34f72591754785d.mp3],,新鮮[しんせん],この 店[みせ]では<b> 新鮮[しんせん]</b>な 野菜[やさい]が 買[か]えますよ。,この 店[みせ]では<b>（　）</b>な 野菜[やさい]が 買[か]えますよ。
2744,242,1303,2198,2300,5218,JLPT2,市場,いちば,"market, marketplace",[sound:a7be0bc8b758f88cd71cead749d6860b.mp3],Noun,<b>市場</b>で新鮮な魚を買ってきました。,<b>いちば</b> で しんせん な さかな を かって きました,I bought some fresh fish at the market.,[sound:65fe04868f122f11a73c2883bb91c27a.mp3],,市場[いちば],<b> 市場[いちば]</b>で 新鮮[しんせん]な 魚[さかな]を 買[か]ってきました。,<b>（　）</b>で 新鮮[しんせん]な 魚[さかな]を 買[か]ってきました。
2780,1302,1303,3715,3715,5219,JLPT1,鮮やか,あざやか,vivid,[sound:4463853816b83ed230fa4d831aa1e0a1.mp3],Adjective,山は<b>鮮やか</b>な緑でした。,やま は <b>あざやか</b> な みどり でした,The mountain was a vivid green.,[sound:358525a41559de86e69d8c8e330f2788.mp3],,鮮[あざ]やか,山[やま]は<b> 鮮[あざ]やか</b>な 緑[みどり]でした。,山[やま]は<b>（　）</b>な 緑[みどり]でした。
3764,0,1305,3606,3601,5220,JLPT0,あり,あり,ant,[sound:ce6dba0daa95977a49d92972a2ad5331.mp3],Noun,<b>あり</b>の群れが砂糖にたかっている。,<b>あり</b> の むれ が さとう に たかっている 。,The army of ants is swarming around the sugar.,[sound:2e62602f75a64373e8902483caad756f.mp3],,あり,<b>あり</b>の 群[む]れが 砂糖[さとう]にたかっている。,<b>（　）</b>の 群[む]れが 砂糖[さとう]にたかっている。
3904,1304,1305,3716,3716,5221,JLPT1,群集,ぐんしゅう,crowd,[sound:98b0bb37ce30e7510840dff967c8d7b3.mp3],Verbal Noun,数百人の<b>群集</b>が集まっているの。,すうひゃくにん の <b>ぐんしゅう</b> が あつまって いる の,A crowd of hundreds has assembled.,[sound:01628fc2eb9b48c0367c65979e9a8a36.mp3],,群集[ぐんしゅう],数百人[すうひゃくにん]の<b> 群集[ぐんしゅう]</b>が 集[あつ]まっているの。,数百人[すうひゃくにん]の<b>（　）</b>が 集[あつ]まっているの。
4451,1304,1305,5747,5746,5222,JLPT2,群れ,むれ,"crowd, herd",[sound:55091a6b40939a9823756c4224e22c71.mp3],Noun,湖に鳥の<b>群れ</b>がいたよ。,みずうみ に とり の <b>むれ</b> が いた よ,There was a flock of birds on the lake.,[sound:24d5842eb04b1750097ee4982a8eccc8.mp3],,群[む]れ,湖[みずうみ]に 鳥[とり]の<b> 群[む]れ</b>がいたよ。,湖[みずうみ]に 鳥[とり]の<b>（　）</b>がいたよ。
3088,1305,1306,3717,3717,5223,JLPT2,郡,ぐん,county,[sound:8aba569ce8a5f9ed7017a06d3d724d6c.mp3],Noun,この<b>郡</b>は来年、市になりますよ。,この <b>ぐん</b> は らいねん し に なります よ,This county will turn into a city next year.,[sound:748e005e1ed2a1f8666342280722aec3.mp3],,郡[ぐん],この<b> 郡[ぐん]</b>は 来年[らいねん]、 市[し]になりますよ。,この<b>（　）</b>は 来年[らいねん]、 市[し]になりますよ。
2718,0,1307,2250,2356,5224,JLPT2,スケジュール,スケジュール,schedule,[sound:1e9fddc6dfe1f4725d9ba4d371835bea.mp3],Noun,<b>スケジュール</b>の調整は君に任せるわ。,<b>すけじゅーる</b> の ちょうせい は きみ に まかせる わ,I'll leave it to you to coordinate my schedule.,[sound:7fcd3be8dd6d8faa56eae37f2466264a.mp3],,スケジュール,<b>スケジュール</b>の 調整[ちょうせい]は 君[きみ]に 任[まか]せるわ。,<b>（　）</b>の 調整[ちょうせい]は 君[きみ]に 任[まか]せるわ。
3544,1306,1307,3718,3719,5225,JLPT3,君,きみ,you,[sound:de8a395a1e48e23a9cfea472fe2e16d4.mp3],Noun,この本を<b>君</b>にあげます。,この ほん を <b>きみ</b> に あげます,I'm going to give you this book.,[sound:d20910a3ae52c22c0237ba627ef5f35b.mp3],,君[きみ],この 本[ほん]を<b> 君[きみ]</b>にあげます。,この 本[ほん]を<b>（　）</b>にあげます。
4301,541,1307,4994,4993,5226,JLPT3,連れる,つれる,"take along, bring along",[sound:d288d34509197b5c7a32bccd9db91ac8.mp3],Verb,親が君を一度<b>連れて</b>来いって言うんだ。,おや が きみ を いちど <b>つれて</b> こい って いう ん だ,My parents said I should take you to their place one time.,[sound:7e6632ba524177b983435d75e25b08d6.mp3],,連[つ]れる,親[おや]が 君[きみ]を 一度[いちど]<b> 連[つ]れて</b> 来[こ]いって 言[い]うんだ。,親[おや]が 君[きみ]を 一度[いちど]<b>（　）</b> 来[こ]いって 言[い]うんだ。
4677,582,1307,5045,5044,5227,JLPT2,任せる,まかせる,"entrust to, leave it to",[sound:a8d86c51480a1afe0b1acfd94bb13b54.mp3],Verb,この仕事は君に<b>任せる</b>。,この しごと は きみ に <b>まかせる</b>,I leave this work up to you.,[sound:3bf1d46cb3fdf08880d27c0fb954eaaf.mp3],,任[まか]せる,この 仕事[しごと]は 君[きみ]に<b> 任[まか]せる</b>。,この 仕事[しごと]は 君[きみ]に<b>（　）</b>。
4700,237,1307,4377,4376,5228,JLPT2,長所,ちょうしょ,"strong point, merit",[sound:e9e616c55af75ca1671638d27abdd5c6.mp3],Noun,君の<b>長所</b>は明るいところだね。,きみ の <b>ちょうしょ</b> は あかるい ところ だ ね,Your strong point is your cheerfulness.,[sound:23a3d9efc5c358fd50628e0f61a31a2a.mp3],,長所[ちょうしょ],君[きみ]の<b> 長所[ちょうしょ]</b>は 明[あか]るいところだね。,君[きみ]の<b>（　）</b>は 明[あか]るいところだね。
4927,1308,1309,5748,5747,5229,JLPT0,殴る,なぐる,"hit, strike",[sound:ff2ffdaed674c5e186be232f7046e835.mp3],Verb,彼は思わず友人を<b>殴った</b>の。,かれ は おもわず ゆうじん を <b>なぐった</b> の,He hit his friend without thinking.,[sound:00c572a0a877d06283a0d99b91142cb0.mp3],,殴[なぐ]る,彼[かれ]は 思[おも]わず 友人[ゆうじん]を<b> 殴[なぐ]った</b>の。,彼[かれ]は 思[おも]わず 友人[ゆうじん]を<b>（　）</b>の。
5294,1311,1312,5749,5748,5230,JLPT2,要旨,ようし,"gist, overview",[sound:d3696987b6e59951dff791ce44b98d26.mp3],Noun,会議の<b>要旨</b>は次の通りです。,かいぎ の <b>ようし</b> は つぎ の とおり です,The summary of the conference is as follows.,[sound:84ef58df3a72a09d1399db7ab3bec567.mp3],,要旨[ようし],会議[かいぎ]の<b> 要旨[ようし]</b>は 次[つぎ]の 通[とお]りです。,会議[かいぎ]の<b>（　）</b>は 次[つぎ]の 通[とお]りです。
3456,1312,1313,3719,3720,5231,JLPT2,脂,あぶら,"fat, grease",[sound:3455e5ac8beb6439a3eeeaf16697cbca.mp3],Noun,この肉は<b>脂</b>が多い。,この にく は <b>あぶら</b> が おおい,This meat is fatty.,[sound:841a6d48f2682e1b4328aa8ff149544a.mp3],,脂[あぶら],この 肉[にく]は<b> 脂[あぶら]</b>が 多[おお]い。,この 肉[にく]は<b>（　）</b>が 多[おお]い。
3226,1313,1314,3720,3721,5232,JLPT1,脂肪,しぼう,"fat, grease",[sound:f26e119c505bd4eab5e4171f66bfd2bb.mp3],Noun,お腹の<b>脂肪</b>を取りたい。,おなか の <b>しぼう</b> を とりたい,I want to get rid of the fat on my belly.,[sound:d5b128c3d5b2e6a4a11ec46c0e0adb78.mp3],,脂肪[しぼう],お 腹[なか]の<b> 脂肪[しぼう]</b>を 取[と]りたい。,お 腹[なか]の<b>（　）</b>を 取[と]りたい。
3799,0,1319,3647,3643,5233,JLPT0,すべすべ,すべすべ,smooth,[sound:3d8c141df1a477d79878b1c500aa7603.mp3],Adverb,彼女の肌は<b>すべすべ</b>しているね。,かのじょ の はだ は <b>すべすべ</b> して いる ね,Her skin is smooth.,[sound:822fc8ea0d90acc3734faa4a9d2a7200.mp3],,すべすべ,彼女[かのじょ]の 肌[はだ]は<b>すべすべ</b>しているね。,彼女[かのじょ]の 肌[はだ]は<b>（　）</b>しているね。
4594,1318,1319,5750,5749,5234,JLPT2,肌,はだ,"skin, surface",[sound:f75622ed5e5b7aac1f1d8bb8d250d848.mp3],Noun,彼女は<b>肌</b>がとても白いですね。,かのじょ は <b>はだ</b> が とても しろい です ね,Her skin is very white.,[sound:28823c279c20e0dd5eb44a04ced90330.mp3],,肌[はだ],彼女[かのじょ]は<b> 肌[はだ]</b>がとても 白[しろ]いですね。,彼女[かのじょ]は<b>（　）</b>がとても 白[しろ]いですね。
5622,1318,1319,5751,5750,5235,JLPT2,肌着,はだぎ,underwear,[sound:26754ec267483301c40e5f335ebac496.mp3],Noun,寒いので暖かい<b>肌着</b>を着ました。,さむい の で あたたかい <b>はだぎ</b> を きました,I was cold so I put on some warm underwear.,[sound:aecdc3985d9916f91cdba7a9c5d97232.mp3],,肌着[はだぎ],寒[さむ]いので 暖[あたた]かい<b> 肌着[はだぎ]</b>を 着[き]ました。,寒[さむ]いので 暖[あたた]かい<b>（　）</b>を 着[き]ました。
5677,1318,1319,5753,5752,5236,JLPT0,肌色,はだいろ,flesh color,[sound:046b9671c487d8f4b2e597079ca2d031.mp3],Noun,彼女は<b>肌色</b>のシャツを着ています。,かのじょ は <b>はだいろ</b> の しゃつ を きて います,She's wearing a skin-colored shirt.,[sound:25af3713d959dd032116773a92772a21.mp3],,肌色[はだいろ],彼女[かのじょ]は<b> 肌色[はだいろ]</b>のシャツを 着[き]ています。,彼女[かのじょ]は<b>（　）</b>のシャツを 着[き]ています。
3305,0,1320,2760,2863,5237,JLPT2,コック,コック,"cook, chef",[sound:b4ea989b67a5bf078ed724f271ce557f.mp3],Noun,彼は腕のいい<b>コック</b>です。,かれ は うで の いい <b>こっく</b> です,He is a good cook.,[sound:528a294acf694dfd68e9b4e5e20917af.mp3],,コック,彼[かれ]は 腕[うで]のいい<b>コック</b>です。,彼[かれ]は 腕[うで]のいい<b>（　）</b>です。
4183,928,1320,5473,5472,5238,JLPT1,領域,りょういき,"territory, domain",[sound:a7f84dc163e09da317f975dbb30fddb5.mp3],Noun,彼女は料理の腕が素人の<b>領域</b>を超えているわ。,かのじょ は りょうり の うで が しろうと の <b>りょういき</b> を こえて いる わ,Her cooking skills go beyond the range of an amateur.,[sound:8277bd9767bf37aa2e864998a39dab41.mp3],,領域[りょういき],彼女[かのじょ]は 料理[りょうり]の 腕[うで]が 素人[しろうと]の<b> 領域[りょういき]</b>を 超[こ]えているわ。,彼女[かのじょ]は 料理[りょうり]の 腕[うで]が 素人[しろうと]の<b>（　）</b>を 超[こ]えているわ。
